date,open,close,high,low,amount
2022-02-21,1705.08,1682.07,1711.98,1674.03,20815.73
2022-02-22,1665.09,1612.95,1666.08,1605.1,52298.81
2022-02-23,1616.49,1632.09,1639.08,1605.16,28111.61
2022-02-24,1613.08,1569.19,1619.07,1553.18,65359.25
2022-02-25,1580.08,1604.14,1613.36,1580.08,38979.13
2022-02-28,1592.14,1595.48,1602.08,1572.08,28923.03
2022-03-01,1607.08,1663.56,1668.65,1607.08,47379.3
2022-03-02,1645.08,1649.96,1656.07,1630.08,20074.48
2022-03-03,1650.88,1605.08,1655.33,1599.08,31546.93
2022-03-04,1577.08,1585.58,1597.97,1560.18,31047.03
2022-03-07,1565.28,1512.08,1573.08,1508.88,49155.81
2022-03-08,1565.06,1558.28,1591.74,1537.08,57215.46
2022-03-09,1569.18,1584.26,1610.08,1526.19,56434.42
2022-03-10,1613.08,1599.51,1626.08,1596.08,36461.78
2022-03-11,1571.08,1574.09,1582.08,1523.16,47726.77
2022-03-14,1535.08,1505.08,1555.08,1505.08,49006.61
2022-03-15,1455.08,1408.08,1490.08,1408.08,89055.87
2022-03-16,1439.08,1480.03,1488.98,1398.08,77592.81
2022-03-17,1525.08,1525.23,1560.08,1516.74,68351.96
2022-03-18,1523.08,1512.87,1550.08,1497.36,38348.68
2022-03-21,1529.08,1509.38,1530.73,1500.09,27877.16
2022-03-22,1528.96,1500.08,1528.96,1491.41,21054.04
2022-03-23,1510.08,1557.27,1575.08,1502.08,58067.39
2022-03-24,1543.08,1526.01,1545.08,1522.43,25815.32
2022-03-25,1517.08,1495.08,1539.08,1490.08,29708.66
2022-03-28,1430.08,1465.88,1469.88,1409.08,57541.64
2022-03-29,1466.58,1472.08,1496.58,1466.58,25934.98
2022-03-30,1503.08,1535.18,1535.18,1500.08,42433.43
2022-03-31,1525.08,1524.08,1543.68,1513.88,25173.86
2022-04-01,1535.02,1585.09,1598.08,1526.77,44862.0
2022-04-06,1558.08,1570.08,1593.81,1558.08,27820.0
2022-04-07,1563.08,1570.08,1590.08,1555.18,20196.0
2022-04-08,1573.08,1589.08,1593.78,1571.62,22941.0
2022-04-11,1575.08,1525.08,1575.08,1511.11,43864.0
2022-04-12,1534.08,1587.08,1593.05,1513.08,41630.0
2022-04-13,1572.08,1574.08,1600.08,1556.16,31148.0
2022-04-14,1593.08,1614.08,1640.98,1585.28,37650.0
2022-04-15,1607.28,1611.07,1623.08,1600.97,21041.0
2022-04-18,1586.21,1595.9,1603.08,1573.08,19793.0
2022-04-19,1605.08,1595.38,1638.07,1580.58,24205.0
2022-04-20,1606.77,1602.08,1625.08,1573.76,24156.0
2022-04-21,1595.28,1585.06,1611.08,1575.08,28953.0
2022-04-22,1568.08,1578.08,1592.96,1565.26,27900.0
2022-04-25,1555.08,1513.08,1581.58,1507.08,53658.0
2022-04-26,1508.41,1537.56,1554.06,1505.08,44564.0
2022-04-27,1572.2,1600.0,1615.08,1572.2,57402.0
2022-04-28,1598.08,1640.08,1650.08,1591.58,44010.0
2022-04-29,1641.08,1633.46,1654.08,1616.06,34885.0
2022-05-05,1635.08,1642.08,1675.08,1634.06,33661.0
2022-05-06,1620.07,1598.08,1624.08,1586.08,28596.0
2022-05-09,1585.08,1557.08,1585.08,1543.08,30352.0
2022-05-10,1525.08,1571.27,1590.04,1510.09,40119.0
2022-05-11,1560.08,1573.08,1593.56,1557.08,30313.0
2022-05-12,1558.08,1567.75,1583.08,1555.08,22038.0
2022-05-13,1585.08,1583.32,1603.02,1571.08,20731.0
2022-05-16,1602.08,1563.08,1602.08,1547.75,27765.0
2022-05-17,1574.96,1573.08,1580.08,1560.08,20145.0
2022-05-18,1578.74,1566.08,1579.0,1548.1,24850.0
2022-05-19,1550.08,1561.08,1562.08,1544.08,19776.0
2022-05-20,1565.07,1605.09,1606.23,1557.08,41950.0
2022-05-23,1605.08,1586.08,1608.97,1577.08,22157.0
2022-05-24,1591.08,1565.08,1592.08,1560.58,27342.0
2022-05-25,1570.35,1560.59,1577.08,1552.08,22389.0
2022-05-26,1566.08,1547.88,1566.08,1535.08,28053.0
2022-05-27,1565.07,1560.24,1585.08,1558.09,25120.0
2022-05-30,1571.08,1583.49,1595.63,1571.08,34466.0
2022-05-31,1579.85,1609.11,1619.98,1572.06,40751.0
2022-06-01,1607.08,1593.33,1619.86,1584.08,21760.0
2022-06-02,1593.05,1591.08,1600.88,1585.08,16915.0
2022-06-06,1595.08,1593.08,1600.08,1563.08,36741.0
2022-06-07,1589.22,1622.98,1630.08,1575.39,35049.0
2022-06-08,1630.08,1670.68,1687.08,1630.08,44354.0
2022-06-09,1677.08,1658.08,1693.43,1654.08,26329.0
2022-06-10,1650.09,1705.68,1712.08,1640.08,47345.0
2022-06-13,1695.08,1661.08,1697.08,1653.16,36755.0
2022-06-14,1639.08,1676.08,1680.5,1637.08,29416.0
2022-06-15,1675.08,1680.18,1710.08,1668.07,33664.0
2022-06-16,1699.67,1682.08,1712.71,1680.41,26887.0
2022-06-17,1683.17,1756.08,1757.08,1683.17,50542.0
2022-06-20,1755.08,1747.1,1775.08,1735.08,34975.0
2022-06-21,1754.08,1750.82,1772.07,1733.08,23717.0
2022-06-22,1760.08,1741.08,1763.08,1737.08,19647.0
2022-06-23,1747.78,1762.18,1770.12,1745.08,26844.0
2022-06-24,1775.08,1814.09,1825.08,1770.08,39635.0
2022-06-27,1825.02,1815.63,1855.02,1805.38,40115.0
2022-06-28,1824.82,1841.08,1846.08,1806.08,25246.0
2022-06-29,1833.08,1835.08,1847.08,1816.09,30360.0
2022-06-30,1826.76,1871.76,1903.76,1826.75,38982.0
2022-07-01,1881.76,1855.81,1894.53,1841.97,21596.0
2022-07-04,1846.77,1844.76,1851.05,1827.77,25076.0
2022-07-05,1852.04,1859.77,1881.21,1836.76,26329.0
2022-07-06,1858.76,1828.76,1865.76,1812.76,32752.0
2022-07-07,1831.76,1816.76,1836.11,1811.77,20932.0
2022-07-08,1831.76,1825.76,1841.65,1822.92,15644.0
2022-07-11,1816.96,1790.36,1821.53,1777.26,23949.0
2022-07-12,1791.76,1775.17,1799.56,1756.82,23447.0
2022-07-13,1771.76,1785.65,1798.76,1767.43,19854.0
2022-07-14,1786.76,1779.76,1803.56,1767.76,20527.0
2022-07-15,1771.87,1776.26,1826.44,1771.27,33416.0
2022-07-18,1779.12,1778.42,1785.76,1748.76,24221.0
2022-07-19,1771.76,1769.86,1778.41,1752.76,21956.0
2022-07-20,1785.51,1776.86,1796.76,1771.76,18705.0
2022-07-21,1769.86,1765.76,1782.66,1761.27,14061.0
2022-07-22,1775.98,1773.76,1788.76,1761.76,25114.0
2022-07-25,1776.27,1771.41,1779.06,1757.76,16912.0
2022-07-26,1779.75,1776.97,1791.73,1773.78,20685.0
2022-07-27,1768.76,1746.36,1774.76,1743.76,21490.0
2022-07-28,1747.86,1724.76,1764.76,1719.42,34870.0
2022-07-29,1721.86,1725.2,1745.75,1704.86,37032.0
2022-08-01,1716.77,1717.06,1734.76,1707.94,21037.0
2022-08-02,1706.76,1706.74,1714.74,1684.77,28221.0
2022-08-03,1716.75,1711.76,1730.76,1703.76,24598.0
2022-08-04,1716.76,1742.77,1749.86,1706.89,30357.0
2022-08-05,1754.56,1750.72,1761.76,1731.66,20086.0
2022-08-08,1741.91,1738.29,1759.64,1734.27,16799.0
2022-08-09,1738.29,1736.76,1745.75,1731.76,13875.0
2022-08-10,1736.74,1702.76,1744.76,1691.34,27927.0
2022-08-11,1712.76,1733.66,1733.76,1704.77,26061.0
2022-08-12,1733.66,1754.76,1756.76,1726.76,20260.0
2022-08-15,1747.22,1746.65,1766.26,1742.31,19323.0
2022-08-16,1750.7,1744.6,1760.55,1742.76,14836.0
2022-08-17,1756.76,1744.76,1756.76,1721.76,18361.0
2022-08-18,1734.76,1722.26,1739.84,1707.83,23168.0
2022-08-19,1724.76,1721.77,1735.11,1714.76,13544.0
2022-08-22,1711.77,1720.74,1733.76,1708.14,15427.0
2022-08-23,1725.36,1696.77,1725.36,1693.76,23756.0
2022-08-24,1696.75,1680.96,1701.99,1677.76,18728.0
2022-08-25,1685.76,1711.76,1714.76,1680.96,21925.0
2022-08-26,1726.76,1724.76,1738.76,1712.76,23142.0
2022-08-29,1709.76,1705.58,1726.73,1700.76,13570.0
2022-08-30,1709.11,1696.76,1711.76,1680.96,18235.0
2022-08-31,1686.86,1750.76,1752.32,1686.77,44692.0
2022-09-01,1738.91,1707.65,1742.76,1707.65,26845.0
2022-09-02,1716.7,1701.76,1719.72,1692.93,19391.0
2022-09-05,1689.4,1661.76,1695.76,1646.76,36822.0
2022-09-06,1662.12,1671.76,1674.96,1651.76,20830.0
2022-09-07,1661.79,1644.77,1664.42,1637.77,28306.0
2022-09-08,1646.76,1641.76,1658.76,1641.76,16591.0
2022-09-09,1651.76,1671.55,1678.76,1642.76,27090.0
2022-09-13,1706.76,1705.76,1715.14,1684.99,28693.0
2022-09-14,1690.77,1695.76,1706.76,1689.76,16042.0
2022-09-15,1696.76,1706.76,1719.88,1696.72,20810.0
2022-09-16,1698.56,1685.76,1712.36,1681.87,24121.0
2022-09-19,1681.76,1698.4,1715.35,1679.64,18584.0
2022-09-20,1696.74,1704.76,1711.36,1685.31,14116.0
2022-09-21,1703.43,1674.76,1709.76,1674.76,20995.0
2022-09-22,1666.76,1647.57,1667.78,1643.61,22704.0
2022-09-23,1647.57,1661.19,1681.76,1647.57,28288.0
2022-09-26,1646.76,1689.76,1714.76,1646.74,35135.0
2022-09-27,1695.62,1714.76,1723.76,1677.87,28820.0
2022-09-28,1707.26,1709.76,1726.16,1700.77,21446.0
2022-09-29,1724.74,1707.11,1728.94,1697.89,21590.0
2022-09-30,1725.38,1699.26,1728.75,1692.76,21289.0
2022-10-10,1716.76,1612.76,1717.76,1606.96,48584.0
2022-10-11,1615.76,1606.75,1632.76,1586.76,32047.0
2022-10-12,1600.42,1586.76,1605.76,1534.76,48195.0
2022-10-13,1547.22,1526.75,1561.76,1523.76,63969.0
2022-10-14,1536.76,1564.37,1581.76,1528.7,46520.0
2022-10-17,1552.76,1545.26,1554.75,1524.56,33550.0
2022-10-18,1551.76,1532.59,1556.76,1527.76,28083.0
2022-10-19,1528.74,1474.76,1528.74,1474.76,60121.0
2022-10-20,1447.76,1470.26,1495.19,1437.76,42778.0
2022-10-21,1466.76,1450.76,1474.56,1436.76,38907.0
2022-10-24,1396.76,1328.04,1415.76,1314.77,132098.0
2022-10-25,1306.18,1306.51,1341.76,1298.76,81362.0
2022-10-26,1315.56,1290.84,1341.75,1286.76,81781.0
2022-10-27,1306.76,1227.76,1314.74,1210.61,107106.0
2022-10-28,1217.53,1186.76,1232.76,1185.47,93143.0
2022-10-31,1176.76,1176.76,1208.77,1159.76,71847.0
2022-11-01,1185.76,1288.77,1296.16,1185.76,118766.0
2022-11-02,1286.76,1298.72,1332.76,1262.76,79777.0
2022-11-03,1270.33,1266.26,1289.26,1254.86,45160.0
2022-11-04,1264.72,1343.33,1354.53,1264.72,80008.0
2022-11-07,1320.81,1333.87,1345.24,1313.35,42698.0
2022-11-08,1334.76,1311.64,1344.75,1295.72,39325.0
2022-11-09,1310.71,1286.66,1315.64,1276.76,36090.0
2022-11-10,1270.76,1301.76,1311.76,1261.91,37720.0
2022-11-11,1354.76,1354.91,1371.21,1321.74,73947.0
2022-11-14,1370.26,1359.76,1390.29,1354.76,57370.0
2022-11-15,1358.76,1414.76,1425.73,1347.76,56318.0
2022-11-16,1407.76,1412.01,1424.76,1394.76,26848.0
2022-11-17,1417.26,1393.76,1423.06,1379.64,30580.0
2022-11-18,1402.76,1393.89,1410.76,1382.76,23609.0
2022-11-21,1368.11,1346.74,1368.11,1325.29,39096.0
2022-11-22,1344.2,1366.71,1386.5,1342.87,29901.0
2022-11-23,1354.76,1375.76,1383.76,1347.8,22177.0
2022-11-24,1385.76,1346.75,1395.64,1340.74,27687.0
2022-11-25,1347.27,1348.77,1358.76,1336.76,18621.0
2022-11-28,1311.54,1336.64,1341.76,1277.76,47723.0
2022-11-29,1396.32,1425.76,1426.76,1377.76,73420.0
2022-11-30,1413.88,1425.76,1430.76,1411.76,31497.0
2022-12-01,1486.76,1457.56,1506.76,1457.55,51358.0
2022-12-02,1461.76,1460.64,1479.75,1447.96,23884.0
2022-12-05,1494.76,1491.66,1505.76,1475.76,36127.0
2022-12-06,1481.76,1514.76,1553.66,1478.76,44147.0
2022-12-07,1504.57,1510.76,1546.76,1496.79,35526.0
2022-12-08,1508.76,1513.78,1521.76,1491.76,19730.0
2022-12-09,1518.76,1556.76,1556.76,1508.76,39215.0
2022-12-12,1542.62,1565.78,1592.76,1541.76,34755.0
2022-12-13,1563.76,1576.76,1587.45,1556.76,21385.0
2022-12-14,1569.76,1597.63,1607.56,1569.76,29098.0
2022-12-15,1631.76,1613.75,1642.76,1606.76,30634.0
2022-12-16,1600.01,1613.63,1617.76,1569.76,33303.0
2022-12-19,1625.56,1599.76,1625.56,1586.93,24987.0
2022-12-20,1592.09,1541.76,1592.09,1509.21,46198.0
2022-12-21,1550.76,1565.76,1565.76,1544.41,22816.0
2022-12-22,1583.46,1594.76,1609.76,1571.76,23175.0
2022-12-23,1579.16,1597.76,1608.76,1571.76,17319.0
2022-12-26,1597.76,1568.82,1597.76,1561.78,21384.0
2022-12-27,1586.67,1581.67,1595.82,1574.17,17905.0
2022-12-28,1594.55,1581.67,1595.67,1556.68,21438.0
2022-12-29,1565.67,1567.67,1575.66,1549.72,22418.0
2022-12-30,1584.67,1575.67,1601.66,1575.67,25333.0
2023-01-03,1579.87,1578.68,1587.1,1554.68,26034.0
2023-01-04,1578.67,1573.68,1587.37,1564.67,20416.0
2023-01-05,1585.67,1649.67,1649.67,1581.67,47943.0
2023-01-06,1654.79,1652.44,1660.57,1635.67,24904.0
2023-01-09,1683.67,1689.87,1698.65,1656.49,30977.0
2023-01-10,1687.73,1703.12,1713.17,1679.17,22732.0
2023-01-11,1704.67,1693.62,1708.67,1685.51,22720.0
2023-01-12,1696.67,1682.67,1704.67,1681.67,17193.0
2023-01-13,1692.85,1735.67,1736.67,1688.67,31940.0
2023-01-16,1734.67,1761.57,1783.67,1729.67,36848.0
2023-01-17,1761.83,1756.67,1771.67,1743.67,21299.0
2023-01-18,1762.67,1741.67,1773.97,1738.67,21063.0
2023-01-19,1741.17,1728.88,1741.19,1714.67,23439.0
2023-01-20,1737.86,1708.68,1746.92,1706.67,25609.0
2023-01-30,1757.67,1736.67,1757.67,1728.67,35923.0
2023-01-31,1745.17,1694.43,1748.62,1681.74,32991.0
2023-02-01,1703.65,1693.64,1707.67,1660.07,33974.0
2023-02-02,1697.05,1684.78,1707.67,1674.67,29759.0
2023-02-03,1668.67,1666.67,1674.67,1644.35,34945.0
2023-02-06,1628.67,1643.67,1643.67,1608.67,42661.0
2023-02-07,1656.75,1645.67,1657.47,1636.4,24322.0
2023-02-08,1648.68,1632.67,1654.64,1623.67,16676.0
2023-02-09,1626.67,1666.67,1678.42,1623.68,29754.0
2023-02-10,1658.77,1658.67,1667.16,1649.72,17985.0
2023-02-13,1658.67,1705.02,1723.17,1658.67,38147.0
2023-02-14,1705.13,1692.46,1706.07,1683.67,19566.0
2023-02-15,1692.45,1689.67,1703.97,1684.48,18177.0
2023-02-16,1690.01,1710.49,1735.67,1676.67,33246.0
2023-02-17,1698.83,1669.45,1721.67,1668.72,26443.0
2023-02-20,1669.67,1723.67,1727.47,1665.87,29669.0
2023-02-21,1722.67,1715.67,1722.67,1699.67,18751.0
2023-02-22,1703.68,1684.67,1712.57,1680.47,21869.0
2023-02-23,1688.67,1666.67,1697.47,1653.92,21881.0
2023-02-24,1658.78,1636.67,1658.86,1630.85,24635.0
2023-02-27,1627.17,1659.08,1663.67,1623.69,22065.0
2023-02-28,1667.67,1662.41,1670.68,1631.97,23952.0
2023-03-01,1661.67,1687.2,1696.67,1651.9,24458.0
2023-03-02,1677.67,1676.67,1687.66,1669.77,13144.0
2023-03-03,1688.44,1666.71,1690.28,1651.15,16198.0
2023-03-06,1666.85,1655.81,1667.17,1645.44,20646.0
2023-03-07,1654.65,1636.97,1665.27,1636.67,22785.0
2023-03-08,1628.69,1619.09,1634.61,1609.79,22764.0
2023-03-09,1616.67,1618.69,1633.67,1588.67,27612.0
2023-03-10,1600.24,1598.67,1629.67,1598.67,21161.0
2023-03-13,1599.67,1610.67,1623.67,1597.67,20560.0
2023-03-14,1612.45,1614.67,1628.55,1587.17,23705.0
2023-03-15,1627.04,1599.59,1633.55,1598.79,19213.0
2023-03-16,1588.67,1600.66,1618.67,1587.68,17646.0
2023-03-17,1618.67,1590.67,1624.56,1584.67,27023.0
2023-03-20,1599.67,1578.27,1603.67,1576.67,20491.0
2023-03-21,1583.67,1623.67,1634.52,1572.64,31142.0
2023-03-22,1628.67,1622.02,1641.67,1614.22,15330.0
2023-03-23,1614.67,1623.53,1639.78,1613.68,17356.0
2023-03-24,1617.75,1627.29,1632.27,1614.67,12770.0
2023-03-27,1627.27,1616.46,1627.27,1604.67,15296.0
2023-03-28,1618.67,1630.47,1638.67,1613.69,17261.0
2023-03-29,1647.67,1638.67,1648.67,1633.74,15393.0
2023-03-30,1641.67,1648.67,1653.67,1627.67,19257.0
2023-03-31,1673.67,1668.67,1696.67,1667.67,27446.0
2023-04-03,1673.67,1650.74,1676.44,1648.75,21417.0
2023-04-04,1660.67,1663.26,1663.84,1635.67,20066.0
2023-04-06,1653.67,1645.63,1664.57,1636.89,14874.0
2023-04-07,1643.67,1639.66,1654.68,1637.01,13525.0
2023-04-10,1639.55,1620.37,1639.55,1592.67,29418.0
2023-04-11,1641.67,1594.17,1641.67,1592.67,29209.0
2023-04-12,1595.93,1542.77,1598.67,1541.49,51105.0
2023-04-13,1538.67,1571.67,1572.26,1532.68,29543.0
2023-04-14,1574.67,1562.09,1581.67,1553.47,21232.0
2023-04-17,1588.67,1601.67,1601.67,1576.67,30467.0
2023-04-18,1601.67,1606.67,1617.67,1594.69,18314.0
2023-04-19,1610.67,1607.67,1614.17,1598.67,14601.0
2023-04-20,1608.78,1590.55,1613.67,1577.67,19885.0
2023-04-21,1594.67,1574.14,1596.75,1569.95,18518.0
2023-04-24,1569.67,1553.67,1570.67,1549.67,20231.0
2023-04-25,1554.67,1579.05,1584.65,1550.67,20583.0
2023-04-26,1592.67,1592.58,1609.67,1568.67,27892.0
2023-04-27,1596.67,1606.59,1618.67,1578.67,25605.0
2023-04-28,1611.68,1609.19,1631.44,1602.64,26225.0
2023-05-04,1617.67,1598.57,1626.34,1584.67,27466.0
2023-05-05,1614.67,1598.67,1614.67,1585.06,20714.0
2023-05-08,1616.99,1569.19,1617.67,1565.84,33171.0
2023-05-09,1563.67,1570.67,1588.65,1555.74,29378.0
2023-05-10,1563.86,1573.67,1584.67,1563.67,20773.0
2023-05-11,1579.67,1565.74,1583.67,1563.67,15246.0
2023-05-12,1563.67,1555.07,1578.55,1553.68,19460.0
2023-05-15,1550.67,1564.97,1565.67,1539.87,25740.0
2023-05-16,1562.66,1551.96,1568.66,1545.67,22224.0
2023-05-17,1556.67,1549.67,1561.67,1547.68,16777.0
2023-05-18,1553.66,1539.67,1554.07,1538.67,19219.0
2023-05-19,1519.67,1548.17,1553.0,1504.22,26741.0
2023-05-22,1538.68,1594.67,1600.67,1538.67,41284.0
2023-05-23,1602.66,1573.22,1602.67,1573.22,16894.0
2023-05-24,1581.0,1559.57,1582.22,1558.78,18479.0
2023-05-25,1554.66,1549.67,1558.67,1538.67,22466.0
2023-05-26,1550.67,1539.23,1553.67,1523.68,18291.0
2023-05-29,1545.67,1537.67,1547.02,1526.67,17771.0
2023-05-30,1537.67,1516.96,1547.56,1507.23,26453.0
2023-05-31,1509.68,1477.57,1514.39,1475.34,36957.0
2023-06-01,1466.67,1484.59,1523.66,1466.67,28645.0
2023-06-02,1493.67,1519.27,1521.82,1484.78,25058.0
2023-06-05,1514.83,1513.67,1531.55,1511.67,16201.0
2023-06-06,1518.67,1515.66,1532.67,1500.22,19914.0
2023-06-07,1521.66,1499.57,1527.47,1498.67,17890.0
2023-06-08,1504.5,1516.67,1523.67,1498.68,14703.0
2023-06-09,1520.66,1514.67,1526.64,1514.67,17580.0
2023-06-12,1514.69,1544.67,1556.67,1510.19,27029.0
2023-06-13,1542.55,1547.67,1553.28,1533.67,14663.0
2023-06-14,1567.67,1575.55,1582.91,1554.88,31506.0
2023-06-15,1579.01,1603.67,1604.32,1571.67,25223.0
2023-06-16,1605.67,1646.36,1648.67,1598.77,37918.0
2023-06-19,1638.67,1592.67,1646.62,1586.67,31700.0
2023-06-20,1588.67,1592.13,1613.67,1583.67,20947.0
2023-06-21,1588.67,1584.5,1605.27,1583.67,17721.0
2023-06-26,1568.78,1557.67,1578.67,1543.67,23993.0
2023-06-27,1558.66,1559.72,1568.37,1548.76,15174.0
2023-06-28,1561.85,1577.05,1582.67,1559.67,18574.0
2023-06-29,1579.67,1562.38,1583.66,1561.68,14231.0
2023-06-30,1574.58,1565.58,1583.57,1561.06,20459.0
2023-07-03,1573.58,1598.68,1599.86,1566.58,19139.0
2023-07-04,1598.78,1605.18,1609.02,1592.66,12472.0
2023-07-05,1604.58,1589.96,1606.55,1574.58,14745.0
2023-07-06,1583.74,1577.56,1607.58,1574.58,15141.0
2023-07-07,1575.58,1564.61,1583.57,1564.58,15167.0
2023-07-10,1579.58,1575.48,1589.54,1574.58,13477.0
2023-07-11,1584.58,1584.58,1589.75,1576.68,12583.0
2023-07-12,1587.62,1588.38,1597.58,1585.91,13285.0
2023-07-13,1596.57,1612.98,1619.99,1593.59,25807.0
2023-07-14,1630.58,1627.58,1633.08,1615.78,18550.0
2023-07-17,1625.58,1604.55,1625.58,1601.18,14336.0
2023-07-18,1608.16,1597.38,1609.09,1595.58,14738.0
2023-07-19,1589.59,1597.58,1602.58,1588.38,12483.0
2023-07-20,1602.57,1598.58,1623.56,1596.58,16693.0
2023-07-21,1606.46,1645.88,1647.08,1600.58,39377.0
2023-07-24,1625.1,1645.73,1645.73,1625.1,19713.0
2023-07-25,1674.58,1703.13,1703.46,1674.57,43086.0
2023-07-26,1703.13,1703.13,1710.57,1689.66,19611.0
2023-07-27,1710.58,1712.61,1729.37,1703.28,20340.0
2023-07-28,1706.58,1771.58,1774.58,1702.59,39018.0
2023-07-31,1782.58,1755.16,1809.58,1748.58,45379.0
2023-08-01,1752.59,1763.58,1781.53,1752.47,19231.0
2023-08-02,1757.98,1754.58,1764.58,1741.38,18509.0
2023-08-03,1744.58,1753.05,1764.58,1725.08,21543.0
2023-08-04,1762.4,1768.05,1781.1,1756.58,24574.0
2023-08-07,1755.53,1762.51,1772.58,1745.61,23892.0
2023-08-08,1754.61,1764.58,1768.29,1738.66,17736.0
2023-08-09,1764.58,1764.86,1779.58,1757.54,18523.0
2023-08-10,1756.58,1749.58,1763.58,1736.88,18436.0
2023-08-11,1759.58,1708.58,1759.98,1708.46,26786.0
2023-08-14,1684.58,1677.58,1699.56,1670.58,23731.0
2023-08-15,1683.58,1687.56,1692.58,1675.59,14818.0
2023-08-16,1682.16,1694.58,1697.93,1680.58,13184.0
2023-08-17,1680.66,1702.63,1708.58,1676.13,17290.0
2023-08-18,1706.57,1677.17,1709.57,1677.17,17023.0
2023-08-21,1667.58,1665.58,1688.57,1664.65,18912.0
2023-08-22,1675.57,1662.58,1677.14,1645.6,26650.0
2023-08-23,1671.58,1648.58,1674.58,1644.66,19912.0
2023-08-24,1654.2,1690.88,1702.58,1649.58,26055.0
2023-08-25,1683.37,1699.56,1712.35,1680.59,18831.0
2023-08-28,1773.16,1709.55,1773.16,1706.46,41052.0
2023-08-29,1702.58,1725.91,1743.66,1702.58,28950.0
2023-08-30,1742.48,1730.58,1742.58,1718.24,19812.0
2023-08-31,1734.58,1721.58,1734.58,1715.59,14820.0
2023-09-01,1727.41,1725.63,1740.05,1720.61,13145.0
2023-09-04,1737.18,1740.58,1754.52,1728.11,23871.0
2023-09-05,1742.58,1733.28,1742.58,1731.38,15659.0
2023-09-06,1732.58,1735.58,1741.24,1723.59,11121.0
2023-09-07,1727.18,1712.58,1731.47,1705.77,16982.0
2023-09-08,1709.52,1693.08,1709.52,1689.53,12212.0
2023-09-11,1682.58,1696.75,1714.58,1682.58,15926.0
2023-09-12,1701.18,1694.54,1701.56,1690.6,12168.0
2023-09-13,1704.5,1694.49,1704.5,1674.63,19501.0
2023-09-14,1697.11,1693.27,1701.56,1680.58,17505.0
2023-09-15,1693.58,1656.57,1694.36,1655.88,28431.0
2023-09-18,1650.89,1703.78,1704.08,1647.58,32559.0
2023-09-19,1696.78,1701.52,1703.58,1682.58,14990.0
2023-09-20,1696.58,1698.58,1704.58,1692.63,12502.0
2023-09-21,1692.59,1672.97,1696.58,1672.97,19489.0
2023-09-22,1680.21,1723.58,1724.54,1666.99,34390.0
2023-09-25,1722.08,1706.96,1722.58,1701.17,13979.0
2023-09-26,1702.58,1690.58,1709.46,1687.68,15762.0
2023-09-27,1689.58,1688.58,1708.08,1677.38,20880.0
2023-09-28,1699.56,1673.13,1699.56,1672.38,20538.0
2023-10-09,1671.52,1651.58,1671.52,1639.48,29763.0
2023-10-10,1657.47,1644.58,1673.56,1642.58,20284.0
2023-10-11,1659.23,1653.08,1659.23,1642.58,21945.0
2023-10-12,1672.48,1660.58,1672.81,1651.78,14865.0
2023-10-13,1645.46,1625.58,1652.59,1612.77,25028.0
2023-10-16,1625.56,1604.48,1630.58,1597.03,20790.0
2023-10-17,1613.58,1600.58,1614.02,1590.58,14945.0
2023-10-18,1593.38,1602.58,1616.58,1591.76,20318.0
2023-10-19,1574.58,1504.58,1574.61,1500.61,73492.0
2023-10-20,1504.58,1519.58,1529.58,1490.83,45376.0
2023-10-23,1504.55,1518.56,1534.58,1496.18,25234.0
2023-10-24,1522.58,1517.53,1527.94,1495.79,29861.0
2023-10-25,1544.69,1552.08,1572.58,1541.6,36179.0
2023-10-26,1541.58,1546.81,1562.58,1536.59,22386.0
2023-10-27,1538.58,1551.29,1566.46,1535.18,34262.0
2023-10-30,1543.58,1555.58,1563.46,1543.58,24086.0
2023-10-31,1554.58,1559.16,1564.58,1542.43,19859.0
2023-11-01,1724.58,1655.57,1724.58,1648.37,93143.0
2023-11-02,1669.58,1654.08,1669.58,1650.64,27908.0
2023-11-03,1654.58,1685.82,1689.47,1648.58,30176.0
2023-11-06,1694.58,1686.58,1698.37,1675.7,25524.0
2023-11-07,1679.58,1665.75,1684.58,1658.66,19582.0
2023-11-08,1658.63,1672.92,1678.38,1657.45,14546.0
2023-11-09,1664.69,1668.69,1673.58,1657.58,12800.0
2023-11-10,1655.13,1650.42,1662.58,1647.68,16466.0
2023-11-13,1646.86,1638.58,1659.46,1631.56,18370.0
2023-11-14,1638.58,1639.85,1649.57,1634.59,12817.0
2023-11-15,1653.58,1647.51,1657.47,1641.58,18435.0
2023-11-16,1648.58,1634.63,1650.58,1634.63,12558.0
2023-11-17,1626.58,1628.0,1633.58,1612.48,21714.0
2023-11-20,1629.58,1637.08,1644.08,1611.24,18608.0
2023-11-21,1658.0,1664.58,1672.58,1644.68,30098.0
2023-11-22,1657.88,1656.09,1668.93,1655.12,12665.0
2023-11-23,1652.88,1660.58,1662.58,1645.58,11550.0
2023-11-24,1663.58,1651.58,1663.58,1649.58,13085.0
2023-11-27,1647.88,1637.58,1647.88,1629.58,16261.0
2023-11-28,1635.58,1643.62,1648.46,1632.58,14520.0
2023-11-29,1642.58,1649.29,1650.58,1632.58,17149.0
2023-11-30,1651.3,1666.08,1669.34,1645.66,21353.0
2023-12-01,1663.89,1634.86,1664.28,1622.58,33051.0
2023-12-04,1634.86,1625.29,1636.41,1619.86,18440.0
2023-12-05,1623.36,1583.58,1623.46,1582.6,29903.0
